radius,fraction,migration,r1_occurrence,germline,embryo,conversion,fitness,dominantR2,recessiveR2,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,pop_resistence_without_chase,suppressed_afterChase,drive_lost_afterChase,pop_resistence_after_chase, long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_population_size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile,final_female_fertile
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.345524,0.562492,0.0688621,14834,0,0,0,0,6078
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.388633,0.626981,0.0561281,19117,0,0,0,0,7723
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.377211,0.610696,0.0753184,19391,0,0,0,0,7747
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.366013,0.603145,0.0412837,19584,0,0,0,0,8166
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,17,0.36598,0.58389,0.0953331,12278,0,0,0,0,4672
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,14,0.43476,0.684873,0.0578798,15489,0,0,0,0,5871
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.390575,0.624873,0.0232504,12817,0,0,0,0,5257
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.365145,0.592085,0.0873364,16425,0,0,0,0,6421
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.374547,0.608339,0.0416244,13790,0,0,0,0,5624
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,15,0.320717,0.533751,0.0596473,16103,0,0,0,0,6776
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,14,0.458836,0.706815,0.0616217,16082,0,0,0,0,5892
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,92,0.402396,0.631072,0.135174,23037,13,11665,79,3065,7811
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,28,0.360448,0.565943,0.141755,28828,12,6623,16,1580,10373
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,67,0.371491,0.598495,0.0881917,16209,12,7422,55,1535,6243
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,89,0.452199,0.696991,0.072518,16851,13,9847,76,2153,6088
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,17,0.316747,0.532346,0.0403046,11686,0,0,0,0,5113
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.359586,0.593872,0.0698633,14557,0,0,0,0,5939
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.326801,0.546523,0.0194927,9619,0,0,0,0,4228
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,35,0.398486,0.62731,0.104223,19751,12,12962,23,2902,7359
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,17,0.377237,0.586796,0.0915431,13693,0,0,0,0,5097
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.376082,0.613559,0.0488461,15252,0,0,0,0,6173
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,25,0,0,0,0,12,645,13,70,0
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.364471,0.582112,0.108257,18627,0,0,0,0,7159
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,35,0.46695,0.696194,0.106085,16369,13,23180,22,6658,5262
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,25,0,0,0,0,13,729,12,87,0
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,18,0.281428,0.478917,0.0165824,12664,0,0,0,0,5648
